id,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time,last_activity_ts,Headline_cnn,Description_cnn,Title_sc,Speaker (Party)(or nominated by)_sc,Speaker and title_sc,Statements_sc
789,medium,11,Y,high,252,Y,high,395,Z,medium,49,Y,high,475,Z,medium,116,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",27-09-2024,19:39:00,22:42:00,27-09-2024 22:34,Mbappe Neymar Prove,Lomachenko,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
790,medium,304,X,low,416,Z,high,497,Z,high,22,Z,low,443,X,low,147,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",17-10-2024,06:28:00,07:51:00,17-10-2024 07:47,Companies Pulling Russia,Rwigara Mother Adeline,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
791,high,202,Y,low,7,Y,medium,167,X,low,223,X,low,246,Z,high,391,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",31-03-2024,16:36:00,18:26:00,31-03-2024 18:21,Abortion Travel,International Women,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
792,medium,111,Y,low,58,X,high,279,Y,medium,456,X,high,365,Y,low,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",12-04-2024,20:27:00,22:17:00,12-04-2024 22:13,Smitten Aussie Tennis,Said Alicia Keys,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
793,low,270,X,high,102,Z,medium,34,X,medium,107,Z,high,411,X,high,192,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-04-2024,15:33:00,18:08:00,22-04-2024 18:06,New Covid Lockdowns,Coronavirus Pandemic Late,Nominee,R,Brett M. Kavanaugh,Kavanaugh Dissents President
794,low,70,Y,high,43,Z,medium,55,X,low,295,Z,medium,303,Y,medium,183,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",06-07-2024,20:08:00,23:20:00,06-07-2024 23:15,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
795,high,289,X,high,229,X,medium,483,Z,low,279,X,high,103,Z,medium,207,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",30-10-2024,20:04:00,21:20:00,30-10-2024 21:15,New Covid Lockdowns,Coronavirus Pandemic Late,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
796,medium,322,X,low,401,Y,medium,469,Y,medium,315,X,low,405,Y,high,436,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",24-02-2024,10:52:00,12:18:00,24-02-2024 12:10,Companies Pulling Russia,Help Russia,Senator,D,Senator Dick Durbin (IL),Executive Privilege Limit
797,medium,420,Y,high,195,Z,high,469,Z,low,92,Z,low,236,Z,high,162,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",03-08-2024,13:50:00,15:13:00,03-08-2024 15:06,Bob Baffert Suspended,Qualifying Winter Olympics,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
798,medium,180,X,high,39,Z,high,130,Z,low,220,Y,medium,261,Z,low,177,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",08-09-2024,14:11:00,16:10:00,08-09-2024 16:03,New Covid Lockdowns,Turned Movie Different,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
799,low,229,Z,low,53,X,medium,325,X,medium,404,Y,high,390,X,high,204,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",09-02-2024,13:25:00,13:48:00,09-02-2024 13:41,Bob Baffert Suspended,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
800,medium,478,X,medium,131,X,high,114,Y,high,186,Y,low,285,Z,medium,196,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",17-08-2024,06:18:00,09:41:00,17-08-2024 09:39,Companies Pulling Russia,Rwigara Mother Adeline,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
801,high,376,Y,high,363,Z,low,340,X,low,467,Y,low,174,Z,medium,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-06-2024,15:19:00,18:36:00,22-06-2024 18:32,Winter Olympics Don,Qualifying Winter Olympics,Chairman,R,Senator Chuck Grassley (IA),Executive Privilege Limit
802,low,2,X,low,400,Y,medium,242,Z,low,23,Z,medium,236,X,medium,133,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",28-05-2024,10:00:00,12:51:00,28-05-2024 12:47,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Dick Durbin (IL),Executive Privilege Limit
803,high,144,Y,low,269,Y,medium,466,X,low,41,X,medium,236,Y,low,56,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",10-07-2024,07:47:00,09:08:00,10-07-2024 08:59,Apology Cnn Vatican,Actor Bob Odenkirk,Chairman,R,Senator Chuck Grassley (IA),Executive Privilege Limit
804,low,12,X,medium,453,X,low,186,Y,low,84,X,medium,372,Z,low,210,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",10-11-2024,11:45:00,13:16:00,10-11-2024 13:08,Golf Black Professional,Hold Fastest Marathon,Senator,D,Senator Dick Durbin (IL),Executive Privilege Limit
805,low,118,Z,medium,464,X,medium,321,X,medium,121,Z,high,496,X,medium,41,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",05-03-2024,08:25:00,10:45:00,05-03-2024 10:42,New Covid Lockdowns,Coronavirus Pandemic Late,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
806,low,389,X,medium,383,Y,high,329,Y,medium,212,X,high,389,X,high,398,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",17-09-2024,06:13:00,06:58:00,17-09-2024 06:48,Bob Baffert Suspended,Actor Bob Odenkirk,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
807,medium,420,Y,high,39,Y,high,394,X,medium,456,Z,low,158,X,low,446,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",05-09-2024,10:17:00,13:42:00,05-09-2024 13:39,Smitten Aussie Tennis,Hold Fastest Marathon,Chairman,R,Senator Chuck Grassley (IA),Chairman Grassley Appreciate
808,low,228,Z,medium,444,Y,high,26,Z,high,120,Y,medium,55,X,medium,415,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",25-11-2024,15:59:00,17:11:00,25-11-2024 17:09,New Covid Lockdowns,Coronavirus Pandemic Late,Senator,D,Senator Dick Durbin (IL),Executive Privilege Limit
809,medium,420,Y,high,454,Z,low,231,Z,medium,178,X,low,236,X,medium,402,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",26-02-2024,20:46:00,22:13:00,26-02-2024 22:09,Golf Black Professional,Hold Fastest Marathon,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
810,medium,185,Z,low,279,X,low,226,Y,medium,22,Y,high,428,Z,medium,210,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",25-08-2024,16:59:00,19:54:00,25-08-2024 19:47,Golf Black Professional,Hold Fastest Marathon,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
811,medium,238,X,low,299,Z,medium,114,X,high,357,Y,low,317,Z,high,349,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",28-08-2024,09:06:00,11:37:00,28-08-2024 11:30,Basketball Legend Says,Point Tally Nba,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
812,high,414,X,low,389,Z,low,402,Z,low,273,Y,low,160,Z,high,198,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-08-2024,16:44:00,19:52:00,14-08-2024 19:51,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Dick Durbin (IL),Executive Privilege Limit
813,medium,137,Z,low,296,Z,low,416,Y,low,22,Z,medium,44,Y,high,427,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",08-05-2024,17:03:00,20:54:00,08-05-2024 20:49,Cnn Montana Nonprofit,Ravaged Nicaragua Category,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
814,low,159,X,low,172,Y,medium,40,Y,low,232,X,high,126,Z,low,97,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-03-2024,08:47:00,10:25:00,22-03-2024 10:23,New Covid Lockdowns,2020 Presidential Election,Senator,D,Senator Dick Durbin (IL),Proud Judge Kavanaugh
815,high,68,Y,high,348,X,medium,342,X,low,109,X,medium,358,X,low,70,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",29-12-2024,21:23:00,22:47:00,29-12-2024 22:39,Golf Black Professional,Hold Fastest Marathon,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
816,low,109,X,low,392,Z,high,430,X,medium,279,Y,low,334,X,low,487,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",23-08-2024,08:10:00,09:46:00,23-08-2024 09:40,Golf Black Professional,Hold Fastest Marathon,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
817,high,18,Y,high,70,Y,low,144,Y,high,142,Y,low,225,X,medium,180,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-05-2024,13:08:00,14:45:00,14-05-2024 14:37,Bob Baffert Suspended,Ravaged Nicaragua Category,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
818,low,407,Y,low,339,Y,high,316,Y,medium,392,Z,high,166,X,medium,155,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",31-05-2024,12:19:00,13:42:00,31-05-2024 13:35,Voice Cnn Masai,Turned Movie Different,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
819,high,426,Z,low,86,Z,medium,311,Z,low,28,Y,medium,87,Z,medium,334,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-08-2024,16:27:00,19:07:00,14-08-2024 19:02,Mbappe Neymar Prove,Lomachenko,Nominee,R,Brett M. Kavanaugh,Executive Privilege Limit
820,low,210,Y,low,287,X,medium,9,X,high,299,Z,low,486,Z,medium,171,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",23-01-2024,14:57:00,16:51:00,23-01-2024 16:47,New Covid Lockdowns,2020 Presidential Election,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
821,medium,296,Z,low,53,Y,medium,408,X,high,396,Y,high,215,Z,high,373,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",01-06-2024,11:15:00,12:00:00,01-06-2024 11:58,Companies Pulling Russia,Rwigara Mother Adeline,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
822,high,124,Z,medium,496,Z,low,375,Z,medium,0,Y,low,383,Z,medium,214,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",15-02-2024,12:01:00,14:44:00,15-02-2024 14:40,New Covid Lockdowns,Coronavirus Pandemic Late,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
823,medium,22,Z,low,333,X,high,135,Z,high,452,Z,medium,230,Z,medium,391,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",02-02-2024,13:13:00,16:00:00,02-02-2024 15:51,Smitten Aussie Tennis,Turned Movie Different,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
824,low,257,Z,low,234,Y,high,157,Z,medium,279,Z,medium,236,Y,medium,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",24-08-2024,07:43:00,10:29:00,24-08-2024 10:24,Basketball Legend Says,Actor Bob Odenkirk,Senator,D,Senator Dick Durbin (IL),Guns Roe Wade
825,low,79,X,high,251,Z,high,384,Z,medium,139,X,low,320,X,low,363,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",17-03-2024,06:02:00,07:36:00,17-03-2024 07:26,Bob Baffert Suspended,Lomachenko,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
826,high,424,Y,low,309,Y,low,400,X,medium,241,Y,high,177,X,low,164,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",11-04-2024,09:45:00,13:37:00,11-04-2024 13:30,Golf Black Professional,Point Tally Nba,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
827,medium,139,X,low,229,X,medium,36,Z,low,340,Z,low,468,Z,low,211,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",03-02-2024,14:23:00,16:48:00,03-02-2024 16:39,Golf Black Professional,Hold Fastest Marathon,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
828,low,368,X,high,254,Z,medium,179,Y,low,258,X,high,228,Y,low,465,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",26-10-2024,10:51:00,12:18:00,26-10-2024 12:11,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Dick Durbin (IL),Guns Roe Wade
829,low,131,Y,medium,357,X,high,312,Y,medium,378,Z,low,382,Z,low,241,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",20-09-2024,06:54:00,07:24:00,20-09-2024 07:19,Mbappe Neymar Prove,Lomachenko,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
830,medium,63,Y,high,130,Z,medium,63,Z,high,444,Z,high,458,X,low,37,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",05-04-2024,07:37:00,11:17:00,05-04-2024 11:12,Golf Black Professional,Lomachenko,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
831,medium,274,X,high,239,Y,medium,499,X,high,179,X,medium,191,Y,low,229,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",29-06-2024,09:17:00,11:43:00,29-06-2024 11:38,Smitten Aussie Tennis,Said Alicia Keys,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
832,high,91,Z,high,165,X,medium,104,X,low,54,Y,medium,117,X,low,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-04-2024,09:03:00,09:22:00,14-04-2024 09:16,Basketball Legend Says,Point Tally Nba,Senator,D,Senator Dick Durbin (IL),Guns Roe Wade
833,high,199,Z,low,80,Y,low,433,Z,low,215,Y,low,484,Y,low,237,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",22-07-2024,09:14:00,10:40:00,22-07-2024 10:30,Bob Baffert Suspended,Lomachenko,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
834,medium,146,X,medium,489,Y,high,68,Z,medium,299,Y,medium,392,Y,high,108,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",11-06-2024,07:29:00,09:02:00,11-06-2024 08:55,Apology Cnn Vatican,Actor Bob Odenkirk,Senator,D,Senator Dick Durbin (IL),Guns Roe Wade
835,low,441,X,medium,229,Z,high,437,Y,high,387,Y,high,395,Y,low,321,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",13-11-2024,16:08:00,16:45:00,13-11-2024 16:36,New Covid Lockdowns,Coronavirus Pandemic Late,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
836,high,251,X,high,196,Y,low,20,X,medium,141,Z,low,473,X,high,117,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",20-06-2024,07:46:00,10:12:00,20-06-2024 10:08,Winter Olympics Don,Qualifying Winter Olympics,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
837,low,359,X,medium,169,Y,medium,68,Z,high,464,Z,medium,13,Z,high,232,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",17-05-2024,19:11:00,22:10:00,17-05-2024 22:02,Apology Cnn Vatican,Ravaged Nicaragua Category,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
838,low,294,X,high,339,Z,high,180,X,high,18,Y,medium,472,Z,high,477,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",15-09-2024,19:54:00,20:26:00,15-09-2024 20:23,Companies Pulling Russia,Help Russia,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
839,high,455,X,high,54,X,low,230,Y,high,290,X,medium,58,Y,medium,318,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",14-07-2024,09:24:00,10:16:00,14-07-2024 10:14,Voice Cnn Masai,Actor Bob Odenkirk,Nominee,R,Brett M. Kavanaugh,Guns Roe Wade
840,high,219,Z,high,283,Y,medium,54,Y,medium,218,Z,low,72,Y,low,354,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",12-11-2024,20:31:00,22:17:00,12-11-2024 22:16,Mbappe Neymar Prove,Lomachenko,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
841,high,431,X,high,115,Z,medium,338,Y,medium,279,Y,low,109,X,medium,40,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",21-02-2024,09:07:00,10:10:00,21-02-2024 10:05,Bob Baffert Suspended,Hold Fastest Marathon,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
842,low,420,X,high,444,X,medium,311,X,low,141,Z,high,56,Y,medium,459,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",20-10-2024,10:34:00,12:43:00,20-10-2024 12:40,Golf Black Professional,Coronavirus Pandemic Late,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
843,low,460,Y,high,392,X,medium,68,Z,high,465,Z,medium,41,Y,high,443,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",25-06-2024,16:44:00,18:59:00,25-06-2024 18:54,New Covid Lockdowns,Coronavirus Pandemic Late,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
844,medium,347,Y,medium,378,X,high,236,Z,low,0,X,high,62,X,low,428,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",17-02-2024,12:22:00,13:52:00,17-02-2024 13:45,Scammers Cnn Epik,Ravaged Nicaragua Category,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
845,low,490,Z,medium,72,Z,low,276,X,high,407,Y,medium,242,Y,low,170,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",05-03-2024,13:10:00,15:48:00,05-03-2024 15:44,Mbappe Neymar Prove,Lomachenko,Nominee,R,Brett M. Kavanaugh,Proud Judge Kavanaugh
846,high,372,X,medium,40,Y,low,343,Z,medium,246,X,medium,186,Z,medium,312,STANDARD,europe,FREQUENT_ACCESS,"{""sku_id"":""0298-0912-675B"",""description"":""nearline storage tokyo"",""original_region"":""asia-northeast1""}",10-09-2024,09:41:00,12:23:00,10-09-2024 12:16,Scammers Cnn Epik,Niger State Television,Senator,D,Senator Dick Durbin (IL),Senator Durbin White
