id,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol27,ExtraCol28,ExtraCol29,ExtraCol30,ExtraCol31,ExtraCol32,ExtraCol33,ExtraCol34,ExtraCol35,ExtraCol36,ExtraCol37,storage_class,region,access_tier,other_details,event_date,login_time,logout_time
767,male,,0,0,112379,39.6,,C,61,D,,51,B,unknown,67,C,,,Z,low,460,Y,medium,202,X,medium,183,Z,low,108,Y,,44,Y,low,65,,,,,19-05-2024,19:20:00,23:06:00
768,female,30.5,0,0,364850,7.75,,Q,47,,high,,,unknown,58,B,medium,72,X,low,6,Z,high,160,Y,medium,122,,high,6,Y,medium,415,X,high,394,,,,,12-12-2024,12:12:00,12:54:00
769,male,,1,0,371110,24.15,,Q,,A,low,,A,high,52,C,unknown,91,Z,low,476,Z,high,341,X,low,146,Y,high,167,Y,medium,,X,low,450,,,,,11-09-2024,14:13:00,15:42:00
770,male,32,0,0,8471,8.3625,,S,37,B,low,4,B,,,B,low,,Y,medium,429,Y,,449,Z,high,30,X,low,182,Z,low,311,,high,300,,,,,30-03-2024,14:01:00,15:11:00
771,male,24,0,0,345781,9.5,,S,65,A,,35,,unknown,68,C,unknown,,Z,medium,219,Z,low,139,Z,low,245,Z,medium,197,Y,low,455,Y,,436,,,,,19-03-2024,21:36:00,00:34:00
772,male,48,0,0,350047,7.8542,,S,98,D,,,D,medium,93,B,high,4,Y,low,156,Y,low,,Z,medium,376,Y,low,257,Y,low,158,Z,medium,126,,,,,13-03-2024,21:15:00,23:06:00
773,female,57,0,0,S.O./P.P. 3,10.5,E77,S,0,,high,,A,medium,97,B,low,63,Y,medium,290,X,low,213,Z,medium,413,Y,medium,120,Z,medium,175,Y,,,,,,,16-10-2024,21:01:00,22:54:00
774,male,,0,0,2674,7.225,,C,,B,medium,,C,low,82,A,low,,Y,high,427,Z,medium,123,Y,medium,362,Z,medium,14,Z,low,85,Z,medium,,,,,,14-08-2024,16:02:00,16:50:00
775,female,54,1,3,29105,23,,S,,,low,,D,high,29,C,high,96,Y,low,14,Z,low,202,X,low,437,X,high,53,Z,low,396,X,medium,451,,,,,05-08-2024,15:21:00,17:41:00
776,male,18,0,0,347078,7.75,,S,,,high,44,D,low,,D,,,Z,low,224,Y,medium,44,Z,medium,481,Z,low,367,Y,high,334,Z,medium,466,,,,,31-01-2024,20:17:00,22:37:00
777,male,,0,0,383121,7.75,F38,Q,42,B,unknown,75,D,high,29,C,low,91,Z,high,23,Y,low,265,Y,medium,111,X,medium,329,X,high,,Y,low,172,,,,,25-05-2024,07:57:00,10:28:00
778,female,5,0,0,364516,12.475,,S,11,,medium,33,A,,,,high,,X,medium,322,Z,,53,X,medium,216,X,high,130,Z,low,499,Z,low,60,,,,,07-01-2024,13:17:00,17:03:00
779,male,,0,0,36865,7.7375,,Q,,A,low,15,B,low,,,unknown,0,Y,,38,Y,high,237,Z,high,168,Y,low,470,Z,medium,15,X,high,374,,,,,28-03-2024,21:07:00,00:22:00
780,female,43,0,1,24160,211.3375,B3,S,85,B,,84,D,high,88,A,high,,X,medium,158,Y,medium,448,Y,high,342,Y,low,270,X,low,385,X,low,334,,,,,05-11-2024,20:32:00,23:45:00
781,female,13,0,0,2687,7.2292,,C,87,B,,77,D,medium,68,D,high,63,X,medium,369,Z,medium,72,X,low,418,X,high,398,X,high,103,,medium,323,,,,,11-02-2024,18:14:00,19:41:00
782,female,17,1,0,17474,57,B20,S,63,D,,,C,medium,68,A,low,,Z,low,375,X,,125,Z,,444,Z,low,396,Y,high,391,,high,315,,,,,15-03-2024,06:24:00,09:07:00
783,male,29,0,0,113501,30,D6,S,12,D,medium,,D,high,95,C,high,17,Z,low,113,Y,low,360,X,high,,Y,low,150,X,low,241,X,low,20,,,,,13-01-2024,20:08:00,21:42:00
784,male,,1,2,W./C. 6607,23.45,,S,,D,medium,77,C,,68,D,high,91,Z,high,256,Z,medium,453,,,257,Z,high,295,Y,low,117,Z,high,334,,,,,10-05-2024,17:35:00,21:27:00
785,male,25,0,0,SOTON/O.Q. 3101312,7.05,,S,,,low,74,A,unknown,14,D,low,,Y,high,92,X,high,,Y,high,58,Z,medium,296,Y,low,28,Z,medium,242,,,,,24-03-2024,06:59:00,08:11:00
786,male,25,0,0,374887,7.25,,S,58,,medium,,D,medium,,B,medium,41,Y,high,295,X,low,60,X,low,164,Y,low,227,X,low,310,Z,medium,15,,,,,26-11-2024,19:07:00,20:29:00
787,female,18,0,0,3101265,7.4958,,S,,B,unknown,,A,medium,35,D,,29,Z,low,4,Y,high,119,,medium,239,Y,high,317,Z,medium,80,Y,high,427,,,,,21-02-2024,18:22:00,20:15:00
788,male,8,4,1,382652,29.125,,Q,68,B,medium,59,B,unknown,63,,unknown,,X,high,406,X,,491,Z,medium,309,Y,medium,168,X,high,224,,high,14,,,,,09-11-2024,20:04:00,22:37:00
789,male,1,1,2,C.A. 2315,20.575,,S,,,high,,A,low,63,A,low,,,medium,11,Y,,252,Y,high,395,Z,medium,49,,high,475,Z,medium,116,,,,,27-09-2024,19:39:00,22:42:00
790,male,46,0,0,PC 17593,79.2,B82 B84,C,,D,low,77,C,,29,,high,11,,medium,304,X,low,416,,high,497,Z,high,22,Z,low,443,,low,147,,,,,17-10-2024,06:28:00,07:51:00
791,male,,0,0,12460,7.75,,Q,,A,low,46,A,unknown,,D,high,,Y,high,202,Y,low,7,Y,,167,X,low,223,X,,246,Z,high,391,,,,,31-03-2024,16:36:00,18:26:00
792,male,16,0,0,239865,26,,S,45,B,high,90,,medium,8,D,high,98,Y,medium,111,Y,low,58,X,high,279,Y,medium,456,X,high,365,Y,low,40,,,,,12-04-2024,20:27:00,22:17:00
793,female,,8,2,CA. 2343,69.55,,S,,C,low,,D,low,29,D,high,23,X,,270,X,high,102,Z,,34,X,medium,107,Z,high,411,X,high,192,,,,,22-04-2024,15:33:00,18:08:00
794,male,,0,0,PC 17600,30.6958,,C,,C,medium,,,medium,82,B,unknown,77,Y,low,70,Y,,43,Z,medium,55,X,low,295,Z,medium,303,Y,medium,183,,,,,06-07-2024,20:08:00,23:20:00
795,male,25,0,0,349203,7.8958,,S,43,B,medium,91,,unknown,65,B,,2,Z,high,289,X,high,,X,medium,483,Z,low,,X,high,103,Z,medium,207,,,,,30-10-2024,20:04:00,21:20:00
796,male,39,0,0,28213,13,,S,29,C,low,47,D,unknown,94,,high,89,X,medium,322,X,low,401,Y,medium,469,Y,,315,X,low,405,Y,high,436,,,,,24-02-2024,10:52:00,12:18:00
797,female,49,0,0,17465,25.9292,D17,S,96,,high,,B,unknown,,A,high,65,Y,medium,,Y,high,195,Z,high,469,Z,low,92,Z,,,Z,high,162,,,,,03-08-2024,13:50:00,15:13:00
798,female,31,0,0,349244,8.6833,,S,,A,unknown,,C,,85,,high,22,X,medium,180,X,,39,,high,130,Z,low,220,Y,medium,261,Z,low,177,,,,,08-09-2024,14:11:00,16:10:00
799,male,30,0,0,2685,7.2292,,C,31,,low,87,,,17,C,unknown,88,X,low,229,Z,low,53,X,medium,325,X,medium,404,Y,high,390,X,high,204,,,,,09-02-2024,13:25:00,13:48:00
800,female,30,1,1,345773,24.15,,S,,C,unknown,75,A,medium,,C,low,,Y,medium,478,X,medium,131,X,high,114,Y,high,186,Y,low,285,Z,medium,196,,,,,17-08-2024,06:18:00,09:41:00
801,male,34,0,0,250647,13,,S,1,,high,16,A,,5,B,unknown,99,Y,high,376,Y,high,363,Z,low,340,X,low,467,Y,low,174,Z,medium,,,,,,22-06-2024,15:19:00,18:36:00
802,female,31,1,1,C.A. 31921,26.25,,S,,,,49,A,unknown,9,D,high,59,Y,low,2,X,low,400,Y,medium,242,,low,23,Z,medium,,X,medium,133,,,,,28-05-2024,10:00:00,12:51:00
803,male,11,1,2,113760,120,B96 B98,S,51,,low,37,D,,23,C,unknown,44,X,high,144,Y,low,269,Y,medium,466,X,low,41,X,medium,,Y,,56,,,,,10-07-2024,07:47:00,09:08:00
804,male,0.42,0,1,2625,8.5167,,C,91,C,unknown,64,D,unknown,28,A,medium,5,Y,low,12,X,medium,453,X,low,186,Y,low,84,X,medium,372,Z,low,210,,,,,10-11-2024,11:45:00,13:16:00
805,male,27,0,0,347089,6.975,,S,,C,low,,,,1,,,26,X,low,118,Z,medium,464,X,medium,321,X,medium,121,Z,high,496,X,medium,41,,,,,05-03-2024,08:25:00,10:45:00
806,male,31,0,0,347063,7.775,,S,,,,71,,,,D,,5,Y,low,389,X,medium,383,Y,high,329,Y,medium,212,X,high,389,X,high,398,,,,,17-09-2024,06:13:00,06:58:00
807,male,39,0,0,112050,0,A36,S,,D,high,74,,unknown,52,A,,85,Z,medium,,Y,high,39,Y,high,394,X,medium,456,Z,low,158,X,,446,,,,,05-09-2024,10:17:00,13:42:00
808,female,18,0,0,347087,7.775,,S,11,D,medium,,D,low,65,C,unknown,,Y,low,228,Z,medium,444,Y,high,26,Z,high,120,Y,medium,55,X,medium,415,,,,,25-11-2024,15:59:00,17:11:00
809,male,39,0,0,248723,13,,S,,A,low,15,,,65,A,,11,Z,medium,,Y,high,454,Z,low,231,Z,medium,178,X,low,236,X,medium,402,,,,,26-02-2024,20:46:00,22:13:00
810,female,33,1,0,113806,53.1,E8,S,99,D,,62,,,96,,low,,Y,medium,185,Z,low,279,X,low,226,Y,,22,Y,high,428,Z,medium,210,,,,,25-08-2024,16:59:00,19:54:00
811,male,26,0,0,3474,7.8875,,S,4,A,low,,,,,,high,97,Z,medium,238,,low,299,,medium,114,X,high,357,Y,low,317,Z,high,349,,,,,28-08-2024,09:06:00,11:37:00
812,male,39,0,0,A/4 48871,24.15,,S,87,,high,94,,low,34,B,high,97,Z,high,414,X,low,389,,low,402,Z,low,273,Y,low,160,Z,high,198,,,,,14-08-2024,16:44:00,19:52:00
813,male,35,0,0,28206,10.5,,S,68,,unknown,77,B,,,,high,71,Z,medium,137,Z,low,296,,low,416,Y,low,22,Z,medium,44,Y,high,427,,,,,08-05-2024,17:03:00,20:54:00
814,female,6,4,2,347082,31.275,,S,28,B,medium,95,,unknown,55,A,low,7,Y,low,159,X,low,172,Y,medium,40,Y,low,232,X,high,126,Z,low,97,,,,,22-03-2024,08:47:00,10:25:00
815,male,30.5,0,0,364499,8.05,,S,,,,53,B,medium,52,C,,50,X,high,68,Y,high,348,X,,342,X,low,109,X,medium,358,X,low,70,,,,,29-12-2024,21:23:00,22:47:00
816,male,,0,0,112058,0,B102,S,83,B,low,93,,medium,79,D,medium,94,Y,low,109,,low,392,,high,430,X,,,Y,low,334,X,,487,,,,,23-08-2024,08:10:00,09:46:00
817,female,23,0,0,STON/O2. 3101290,7.925,,S,4,C,,1,,medium,56,B,high,9,Z,high,18,Y,,70,Y,low,144,Y,high,142,Y,low,225,X,medium,180,,,,,14-05-2024,13:08:00,14:45:00
818,male,31,1,1,S.C./PARIS 2079,37.0042,,C,10,A,low,28,,,23,D,unknown,79,Y,,407,Y,low,339,Y,high,316,Y,medium,392,Z,high,166,X,medium,155,,,,,31-05-2024,12:19:00,13:42:00
819,male,43,0,0,C 7075,6.45,,S,66,C,low,0,B,high,,B,high,1,Z,high,426,Z,low,86,,medium,311,Z,low,28,,medium,87,Z,medium,334,,,,,14-08-2024,16:27:00,19:07:00
820,male,10,3,2,347088,27.9,,S,99,B,high,67,,high,96,A,,,Z,low,210,Y,low,287,X,,9,X,high,299,Z,,486,Z,medium,171,,,,,23-01-2024,14:57:00,16:51:00
821,female,52,1,1,12749,93.5,B69,S,,C,,51,A,,,C,unknown,,Z,medium,296,Z,low,53,Y,medium,408,X,high,396,Y,high,215,Z,high,373,,,,,01-06-2024,11:15:00,12:00:00
822,male,27,0,0,315098,8.6625,,S,66,D,,28,,medium,59,D,,,,high,124,Z,medium,496,Z,low,375,Z,medium,0,Y,low,383,Z,medium,214,,,,,15-02-2024,12:01:00,14:44:00
823,male,38,0,0,19972,0,,S,13,,,30,C,unknown,17,B,unknown,41,X,medium,22,Z,low,333,X,high,135,Z,high,452,Z,medium,230,Z,medium,391,,,,,02-02-2024,13:13:00,16:00:00
824,female,27,0,1,392096,12.475,E121,S,65,,,,,unknown,0,D,,,Y,low,257,Z,low,234,Y,high,157,Z,medium,,Z,medium,,Y,medium,40,,,,,24-08-2024,07:43:00,10:29:00
825,male,2,4,1,3101295,39.6875,,S,62,B,high,18,B,high,,C,unknown,84,Y,low,79,,high,251,Z,high,384,,medium,139,X,low,320,X,low,363,,,,,17-03-2024,06:02:00,07:36:00
826,male,,0,0,368323,6.95,,Q,9,,,51,A,,2,,,32,Z,high,424,Y,low,309,Y,low,400,X,medium,241,Y,high,177,X,,164,,,,,11-04-2024,09:45:00,13:37:00
827,male,,0,0,1601,56.4958,,S,68,B,unknown,61,,medium,45,,,64,,medium,139,X,low,,X,,36,Z,low,340,Z,,468,Z,low,211,,,,,03-02-2024,14:23:00,16:48:00
828,male,1,0,2,S.C./PARIS 2079,37.0042,,C,89,A,,23,,high,88,B,,46,X,,368,X,,254,Z,medium,179,Y,low,258,X,high,228,Y,low,465,,,,,26-10-2024,10:51:00,12:18:00
829,male,,0,0,367228,7.75,,Q,,C,,22,C,medium,,A,low,43,X,low,131,Y,medium,357,X,high,312,Y,,378,Z,low,382,Z,low,241,,,,,20-09-2024,06:54:00,07:24:00
830,female,62,0,0,113572,80,B28,,2,B,medium,,,,,,,79,Y,medium,63,Y,high,130,,medium,63,,high,444,Z,high,458,X,low,37,,,,,05-04-2024,07:37:00,11:17:00
831,female,15,1,0,2659,14.4542,,C,,A,,,,,85,,low,22,X,medium,274,X,high,239,Y,medium,499,X,high,179,X,medium,191,Y,low,229,,,,,29-06-2024,09:17:00,11:43:00
832,male,0.83,1,1,29106,18.75,,S,,A,high,25,D,low,,C,medium,,Y,high,91,Z,high,165,X,medium,104,X,low,54,Y,medium,117,,low,,,,,,14-04-2024,09:03:00,09:22:00
833,male,,0,0,2671,7.2292,,C,45,,unknown,37,,,65,C,unknown,48,X,high,199,Z,low,80,Y,low,433,Z,low,215,Y,low,484,Y,low,237,,,,,22-07-2024,09:14:00,10:40:00
834,male,23,0,0,347468,7.8542,,S,14,D,unknown,54,C,,78,A,,,Z,medium,146,X,medium,489,Y,high,,Z,medium,299,Y,medium,392,Y,high,108,,,,,11-06-2024,07:29:00,09:02:00
835,male,18,0,0,2223,8.3,,S,85,,medium,18,B,low,,,low,,Y,low,441,X,medium,,Z,high,437,Y,high,387,Y,high,395,Y,low,321,,,,,13-11-2024,16:08:00,16:45:00
836,female,39,1,1,PC 17756,83.1583,E49,C,77,A,,56,D,unknown,42,B,medium,34,Z,high,251,,high,196,Y,low,20,X,medium,141,Z,low,473,X,high,117,,,,,20-06-2024,07:46:00,10:12:00
837,male,21,0,0,315097,8.6625,,S,80,B,low,13,,,39,C,,66,Y,low,359,X,medium,169,Y,medium,,,high,464,Z,medium,13,Z,high,232,,,,,17-05-2024,19:11:00,22:10:00
838,male,,0,0,392092,8.05,,S,19,D,unknown,14,B,unknown,,B,,47,X,,294,X,high,339,Z,high,180,X,high,18,Y,medium,472,Z,high,477,,,,,15-09-2024,19:54:00,20:26:00
839,male,32,0,0,1601,56.4958,,S,1,C,low,23,C,medium,40,D,,,X,high,455,X,high,54,X,low,230,Y,high,290,X,medium,58,Y,medium,318,,,,,14-07-2024,09:24:00,10:16:00
840,male,,0,0,11774,29.7,C47,C,91,A,,28,,unknown,,A,high,52,Z,high,219,Z,high,283,Y,medium,54,Y,medium,218,Z,low,72,Y,low,354,,,,,12-11-2024,20:31:00,22:17:00
841,male,20,0,0,SOTON/O2 3101287,7.925,,S,28,,medium,2,D,,18,A,,,Y,high,431,X,high,115,Z,medium,338,Y,,,Y,low,109,X,medium,,,,,,21-02-2024,09:07:00,10:10:00
842,male,16,0,0,S.O./P.P. 3,10.5,,S,65,B,unknown,96,B,,17,B,low,,Z,low,,X,high,444,X,medium,311,X,low,141,Z,high,56,Y,medium,459,,,,,20-10-2024,10:34:00,12:43:00
843,female,30,0,0,113798,31,,C,90,D,,,D,low,71,A,unknown,44,Z,,460,Y,,392,X,medium,,Z,high,465,Z,medium,41,Y,high,443,,,,,25-06-2024,16:44:00,18:59:00
844,male,34.5,0,0,2683,6.4375,,C,3,A,medium,,,,76,A,,43,Y,medium,347,Y,medium,378,X,high,236,Z,low,0,X,high,62,,low,428,,,,,17-02-2024,12:22:00,13:52:00
845,male,17,0,0,315090,8.6625,,S,0,D,,,,medium,67,C,medium,27,Y,low,490,Z,medium,72,Z,low,276,X,high,407,Y,medium,242,Y,low,170,,,,,05-03-2024,13:10:00,15:48:00
846,male,42,0,0,C.A. 5547,7.55,,S,0,C,low,80,B,,,D,,,X,high,372,X,medium,40,Y,low,343,Z,,246,X,medium,186,Z,medium,312,,,,,10-09-2024,09:41:00,12:23:00
847,male,,8,2,CA. 2343,69.55,,S,15,,,83,D,low,0,C,,,X,high,155,X,high,229,X,medium,269,Y,low,257,Y,low,170,X,high,409,,,,,10-05-2024,08:44:00,11:29:00
848,male,35,0,0,349213,7.8958,,C,5,,low,10,C,unknown,,,medium,,X,medium,78,Y,low,177,Z,high,29,Z,high,155,Z,medium,85,Y,low,279,,,,,07-09-2024,16:56:00,18:47:00
849,male,28,0,1,248727,33,,S,81,,,37,,high,46,,,69,X,low,104,Y,medium,362,Z,medium,271,X,high,195,Y,high,486,Z,high,63,,,,,17-09-2024,16:35:00,19:02:00
850,female,,1,0,17453,89.1042,C92,C,60,D,medium,,D,unknown,,B,,41,Y,low,286,Y,medium,355,X,low,174,Z,medium,217,X,low,166,Z,high,254,,,,,18-11-2024,20:11:00,22:03:00
851,male,4,4,2,347082,31.275,,S,,A,,57,,high,92,A,unknown,70,Z,medium,82,,medium,198,Z,low,205,Z,low,155,,low,236,Z,medium,108,,,,,17-05-2024,08:29:00,12:20:00
852,male,74,0,0,347060,7.775,,S,,B,medium,0,D,low,86,D,medium,71,Y,low,118,Y,medium,80,Z,high,185,Z,medium,5,X,low,71,Y,medium,,,,,,30-05-2024,17:16:00,19:23:00
853,female,9,1,1,2678,15.2458,,C,96,A,,,D,medium,77,,low,52,Y,low,314,Z,low,,Z,low,176,Z,high,200,X,medium,106,Y,medium,,,,,,18-12-2024,10:37:00,14:18:00
854,female,16,0,1,PC 17592,39.4,D28,S,23,A,low,,,medium,2,B,,,Z,low,166,Z,high,,X,low,118,Z,low,200,Y,low,117,Y,high,350,,,,,11-01-2024,11:39:00,12:38:00
855,female,44,1,0,244252,26,,S,,A,,,,low,,,unknown,,Z,high,340,Z,low,126,X,medium,165,,low,,Z,high,485,Z,low,275,,,,,15-02-2024,12:28:00,15:00:00
856,female,18,0,1,392091,9.35,,S,84,,,38,,unknown,43,C,high,15,,medium,498,X,low,158,Y,medium,356,Z,high,235,Z,low,88,Z,low,299,,,,,14-05-2024,10:43:00,11:17:00
857,female,45,1,1,36928,164.8667,,S,24,A,,,B,unknown,,A,,,X,medium,43,Z,low,,Z,low,112,Y,low,274,Y,medium,256,X,medium,,,,,,02-07-2024,20:01:00,21:03:00
858,male,51,0,0,113055,26.55,E17,S,,,,30,A,,,A,unknown,95,Y,medium,320,Z,medium,32,Y,low,379,Z,low,233,Z,low,272,X,low,224,,,,,16-01-2024,15:16:00,16:26:00
859,female,24,0,3,2666,19.2583,,C,66,A,,29,B,high,29,C,,40,X,low,410,Y,,300,Z,low,219,Z,high,,Z,medium,36,X,,113,,,,,05-05-2024,12:10:00,13:00:00
860,male,,0,0,2629,7.2292,,C,80,A,unknown,34,A,high,11,,high,31,X,medium,70,X,high,498,X,medium,305,Y,medium,358,Y,high,175,X,high,,,,,,19-11-2024,21:41:00,23:12:00
861,male,41,2,0,350026,14.1083,,S,96,D,high,30,C,high,32,C,medium,79,Y,high,391,Y,,475,Y,high,58,Y,low,337,X,high,40,X,medium,174,,,,,16-07-2024,09:03:00,10:02:00
862,male,21,1,0,28134,11.5,,S,92,A,,,C,low,79,B,high,60,Y,high,253,Z,medium,464,Z,low,103,Y,low,495,Z,,87,Z,high,78,,,,,22-10-2024,09:07:00,12:00:00
863,female,48,0,0,17466,25.9292,D17,S,,,medium,4,C,high,,A,unknown,,,low,314,Y,high,329,Y,medium,450,Y,low,248,Y,medium,337,X,medium,400,,,,,04-12-2024,13:21:00,14:18:00
864,female,,8,2,CA. 2343,69.55,,S,77,A,high,27,C,unknown,,,low,9,X,low,25,X,low,373,Z,low,415,Y,low,13,X,medium,284,Y,low,275,,,,,14-06-2024,13:22:00,16:25:00
865,male,24,0,0,233866,13,,S,84,A,,31,B,,59,B,,80,Z,high,217,,low,32,Y,high,34,X,low,292,Z,low,247,Y,medium,260,,,,,28-12-2024,13:39:00,17:15:00
866,female,42,0,0,236852,13,,S,69,C,high,,C,high,9,,unknown,,Y,high,183,,,100,X,low,451,Y,medium,198,Y,high,106,X,medium,259,,,,,27-09-2024,16:03:00,17:00:00
867,female,27,1,0,SC/PARIS 2149,13.8583,,C,81,D,,87,D,,,,,,Y,high,76,Z,high,353,Z,,418,Z,,47,Z,high,312,X,low,38,,,,,11-06-2024,14:16:00,16:07:00
868,male,31,0,0,PC 17590,50.4958,A24,S,,C,,67,A,high,15,,,,,medium,381,Y,medium,494,Z,low,68,X,medium,428,X,high,452,Z,medium,267,,,,,30-12-2024,20:32:00,21:12:00
869,male,,0,0,345777,9.5,,S,,C,high,,B,,26,,,,X,medium,252,Z,high,454,Z,medium,120,Z,low,316,X,high,424,Y,low,271,,,,,30-04-2024,16:14:00,20:06:00
870,male,4,1,1,347742,11.1333,,S,4,A,high,,D,medium,97,,medium,,Y,high,439,Z,medium,315,Y,high,88,Y,high,312,,low,86,X,high,255,,,,,25-03-2024,06:01:00,09:46:00
871,male,26,0,0,349248,7.8958,,S,45,D,medium,,,,50,A,low,,X,high,79,Z,medium,54,Y,low,,X,medium,318,Y,low,340,Y,medium,3,,,,,13-01-2024,07:19:00,10:26:00
872,female,47,1,1,11751,52.5542,D35,S,,A,low,90,D,unknown,19,,low,63,X,high,365,Y,high,483,X,medium,426,Y,high,491,Z,medium,121,Y,low,375,,,,,14-11-2024,21:52:00,00:50:00
873,male,33,0,0,695,5,B51 B53 B55,S,11,C,low,45,,low,50,A,low,84,Z,,302,Z,high,158,Y,low,360,Z,medium,344,,low,430,Y,low,307,,,,,27-03-2024,17:00:00,18:07:00
874,male,47,0,0,345765,9,,S,12,B,,68,B,medium,7,B,,61,Z,high,325,X,medium,21,X,low,125,X,medium,356,Z,high,236,Z,medium,378,,,,,27-04-2024,16:59:00,18:29:00
875,female,28,1,0,P/PP 3381,24,,C,69,D,medium,38,A,,31,A,unknown,77,Y,low,154,X,high,384,X,low,460,Z,medium,375,,medium,,Z,high,251,,,,,24-02-2024,15:08:00,17:05:00
876,female,15,0,0,2667,7.225,,C,50,B,,49,D,,,D,,34,X,low,345,Z,medium,86,X,high,423,Z,low,362,Z,low,269,Z,medium,,,,,,17-06-2024,21:31:00,22:00:00
877,male,20,0,0,7534,9.8458,,S,,,,48,,medium,,A,unknown,28,X,medium,123,Z,medium,150,Y,medium,,X,medium,352,Z,medium,337,Y,high,416,,,,,18-03-2024,09:38:00,10:23:00
878,male,19,0,0,349212,7.8958,,S,74,,,,A,high,89,,,26,Y,medium,381,X,low,,Z,medium,179,Z,medium,38,Y,medium,467,Y,low,175,,,,,20-11-2024,17:18:00,18:54:00
879,male,,0,0,349217,7.8958,,S,54,C,medium,,A,low,,A,medium,11,,medium,220,Y,low,482,Z,low,350,,low,201,Z,low,67,X,high,226,,,,,07-07-2024,11:46:00,13:44:00
880,female,56,0,1,11767,83.1583,C50,C,63,D,high,73,C,medium,65,A,medium,27,Y,high,239,X,high,453,Z,low,337,Y,high,137,Y,high,451,X,medium,,,,,,16-05-2024,15:14:00,17:01:00
881,female,25,0,1,230433,26,,S,8,C,,2,D,unknown,70,C,high,24,Y,high,290,,low,,Y,high,75,X,high,445,Y,,241,Z,low,81,,,,,28-03-2024,18:37:00,22:14:00
882,male,33,0,0,349257,7.8958,,S,85,,high,13,D,high,55,D,,75,X,,42,Y,medium,87,Z,medium,291,Z,medium,291,X,high,71,Z,low,56,,,,,21-12-2024,17:59:00,21:13:00
883,female,22,0,0,7552,10.5167,,S,,B,low,84,D,unknown,3,A,,,X,low,183,Y,high,404,Z,low,274,X,high,257,X,low,216,X,medium,211,,,,,03-06-2024,17:28:00,19:00:00
884,male,28,0,0,C.A./SOTON 34068,10.5,,S,,C,medium,56,,low,91,A,unknown,,X,low,101,Z,medium,158,Z,medium,292,,low,261,Y,high,27,Z,low,131,,,,,16-08-2024,09:56:00,13:48:00
885,male,25,0,0,SOTON/OQ 392076,7.05,,S,81,B,,,D,medium,,B,medium,73,Y,low,,Z,low,38,Y,medium,169,Y,high,341,X,low,270,X,medium,166,,,,,10-06-2024,06:20:00,08:41:00
886,female,39,0,5,382652,29.125,,Q,73,,high,60,D,unknown,65,D,,,X,medium,,Z,high,294,X,medium,334,Z,high,381,X,high,236,X,,382,,,,,10-01-2024,19:30:00,21:07:00
887,male,27,0,0,211536,13,,S,5,B,,,,,55,A,low,,X,,2,X,low,328,Y,medium,442,X,high,100,Y,high,195,X,high,341,,,,,26-04-2024,09:51:00,13:16:00
888,female,19,0,0,112053,30,B42,S,19,A,low,89,B,,65,A,unknown,,Y,high,13,Z,high,499,Z,high,302,X,medium,496,Y,low,222,Y,medium,398,,,,,02-06-2024,20:54:00,00:04:00
889,female,,1,2,W./C. 6607,23.45,,S,1,A,,66,D,medium,35,B,high,21,Y,low,456,Y,low,243,Z,low,436,Y,high,380,X,,310,X,high,407,,,,,03-04-2024,09:20:00,12:36:00
890,male,26,0,0,111369,30,C148,C,27,B,,,D,unknown,84,B,unknown,78,Z,low,78,X,medium,399,X,medium,385,Y,medium,103,Z,,413,Y,,124,,,,,02-10-2024,13:13:00,15:22:00
891,male,32,0,0,370376,7.75,,Q,,D,unknown,,A,medium,22,A,high,3,Y,medium,0,,medium,267,X,high,157,Y,high,302,Z,low,196,Y,,307,,,,,20-12-2024,10:52:00,14:38:00
